"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"OperatingSystem";"GraphicAdapter";"OtherEquipment";"WarrantyExpirationDate";"InstallDate";"Note"
"14295002811";"128567";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63277DM";"";"";;"2018-06-29";"2018-06-29";
"14295002812";"135327";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM4G";"";"";;"2018-06-29";"2018-06-29";
"14295002813";"130767";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM0X";"";"";;"2018-06-29";"2018-06-29";
"14295002814";"130741";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLJK";"";"";;"2018-06-29";"2018-06-29";
"14295002815";"130785";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLYF";"";"";;"2018-06-29";"2018-06-29";
"14295002816";"135322";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLZW";"";"";;"2018-06-29";"2018-06-29";
"14295002817";"130773";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM9T";"";"";;"2018-06-29";"2018-06-29";
"14295002818";"130782";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM0Y";"";"";;"2018-06-29";"2018-06-29";
"14295002819";"130779";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLS6";"";"";;"2018-06-29";"2018-06-29";
"14295002820";"130776";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JL4R";"";"";;"2018-06-29";"2018-06-29";
"14295002821";"130518";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC17";"";"";;"2018-06-29";"2018-06-29";
"14295002822";"130544";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRDY";"";"";;"2018-06-29";"2018-06-29";
"14295002823";"135321";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC64";"";"";;"2018-06-29";"2018-06-29";
"14295002824";"130562";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"estoque@callink.com.br";"BRJ739JRZF";"";"";;"2018-06-29";"2018-06-29";
"14295002825";"130546";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JS2X";"";"";;"2018-06-29";"2018-06-29";
"14295002826";"130549";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRWB";"";"";;"2018-06-29";"2018-06-29";
"14295002827";"135317";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR09";"";"";;"2018-06-29";"2018-06-29";
"14295002828";"130555";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2C";"";"";;"2018-06-29";"2018-06-29";
"14295002829";"130559";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ733HQ89";"";"";;"2018-06-30";"2018-06-30";
"14295002830";"135315";"Production";"Equipamento Usado - em bom estado";"HP";"HP 8200";"";"Desktop";"";"S/N";"";"";;"2018-06-30";"2018-06-30";
"14295002831";"130525";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRZH";"";"";;"2018-06-30";"2018-06-30";
"14295002832";"130588";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC19";"";"";;"2018-06-30";"2018-06-30";
"14295002833";"130626";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC30";"";"";;"2018-06-30";"2018-06-30";
"14295002834";"130600";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC16";"";"";;"2018-06-30";"2018-06-30";
"14295002835";"135312";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCRD";"";"";;"2018-06-30";"2018-06-30";
"14295002836";"130586";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC5Z";"";"";;"2018-06-30";"2018-06-30";
"14295002837";"130579";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR3J";"";"";;"2018-06-30";"2018-06-30";
"14295002838";"130583";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCV4";"";"";;"2018-06-30";"2018-06-30";
"14295002839";"130578";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC5K";"";"";;"2018-06-30";"2018-06-30";
"14295002840";"130598";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR0B";"";"";;"2018-06-30";"2018-06-30";
"14295002841";"130675";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR7Q";"";"";;"2018-06-30";"2018-06-30";
"14295002842";"130642";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM34";"";"";;"2018-06-30";"2018-06-30";
"14295002843";"128574";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278CB";"";"";;"2018-06-30";"2018-06-30";
"14295002844";"130671";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLXQ";"";"";;"2018-06-30";"2018-06-30";
"14295002845";"130645";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM77";"";"";;"2018-06-30";"2018-06-30";
"14295002846";"130648";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMDD";"";"";;"2018-06-30";"2018-06-30";
"14295002847";"130651";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLRK";"";"";;"2018-06-30";"2018-06-30";
"14295002848";"130654";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR4W";"";"";;"2018-06-30";"2018-06-30";
"14295002849";"130657";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM30";"";"";;"2018-06-30";"2018-06-30";
"14295002850";"130660";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLYJ";"";"";;"2018-06-30";"2018-06-30";
"14295002851";"130663";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMCP";"";"";;"2018-06-30";"2018-06-30";
"14295002852";"130666";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM78";"";"";;"2018-06-30";"2018-06-30";
"14295002853";"130668";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM7R";"";"";;"2018-06-30";"2018-06-30";
"14295002854";"130639";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMD1";"";"";;"2018-06-30";"2018-06-30";
"14295002855";"130717";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMBJ";"";"";;"2018-06-30";"2018-06-30";
"14295002856";"130570";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCPG";"";"";;"2018-06-30";"2018-06-30";
"14295002857";"135907";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC5C";"";"";;"2018-06-30";"2018-06-30";
"14295002858";"135298";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC39";"";"";;"2018-06-30";"2018-06-30";
"14295002859";"130602";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC5F";"";"";;"2018-06-30";"2018-06-30";
"14295002860";"135296";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2K";"";"";;"2018-06-30";"2018-06-30";
"14295002861";"130605";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC5W";"";"";;"2018-06-30";"2018-06-30";
"14295002862";"135295";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCWC";"";"";;"2018-06-30";"2018-06-30";
"14295002863";"135294";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLZ9";"";"";;"2018-06-30";"2018-06-30";
"14295002864";"130676";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRVJ";"";"";;"2018-06-30";"2018-06-30";
"14295002865";"130682";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM7G";"";"";;"2018-06-30";"2018-06-30";
"14295002866";"130712";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLL6";"";"";;"2018-06-30";"2018-06-30";
"14295002867";"130685";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLR1";"";"";;"2018-06-30";"2018-06-30";
"14295002868";"130709";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM81";"";"";;"2018-06-30";"2018-06-30";
"14295002869";"130688";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMD3";"";"";;"2018-06-30";"2018-06-30";
"14295002870";"135292";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM8S";"";"";;"2018-06-30";"2018-06-30";
"14295002871";"130690";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLW7";"";"";;"2018-06-30";"2018-06-30";
"14295002872";"130703";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMC8";"";"";;"2018-06-30";"2018-06-30";
"14295002873";"130699";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM06";"";"";;"2018-06-30";"2018-06-30";
"14295002874";"130696";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JMBM";"";"";;"2018-06-30";"2018-06-30";
"14295002875";"130693";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRBH";"";"";;"2018-06-30";"2018-06-30";
"14295002876";"135269";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278DT";"";"";;"2018-07-02";"2018-07-02";
"14295002877";"128585";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347P97";"";"";;"2018-07-02";"2018-07-02";
"14295002878";"125187";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347PCG";"";"";;"2018-07-02";"2018-07-02";
"14295002879";"128559";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347PD1";"";"";;"2018-07-02";"2018-07-02";
"14295002880";"125256";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347Q1G";"";"";;"2018-07-02";"2018-07-02";
"14295002881";"128572";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347PYN";"";"";;"2018-07-02";"2018-07-02";
"14295002882";"128551";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278ZC";"";"";;"2018-07-03";"2018-07-03";
"14295002883";"125178";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347PCD";"";"";;"2018-07-03";"2018-07-03";
"14295002884";"125271";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PVX";"";"";;"2018-07-03";"2018-07-03";
"14295002885";"125234";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278YD";"";"";;"2018-07-03";"2018-07-03";
"14295002886";"125240";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PZF";"";"";;"2018-07-03";"2018-07-03";
"14295002887";"128505";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PFZ";"";"";;"2018-07-03";"2018-07-03";
"14295002888";"125243";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PJ8";"";"";;"2018-07-03";"2018-07-03";
"14295002889";"125272";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"estoque@callink.com.br";"BRJ6347PLG";"";"";;"2018-07-03";"2018-07-03";
"14295002890";"128532";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ632790B";"";"";;"2018-07-03";"2018-07-03";
"14295002891";"128592";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PZ5";"";"";;"2018-07-03";"2018-07-03";
"14295002892";"135254";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002893";"125167";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PC9";"";"";;"2018-07-03";"2018-07-03";
"14295002894";"135238";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347P9F";"";"";;"2018-07-03";"2018-07-03";
"14295002895";"128538";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278X0";"";"";;"2018-07-03";"2018-07-03";
"14295002896";"128556";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278P8";"";"";;"2018-07-03";"2018-07-03";
"14295002897";"135236";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278XR";"";"";;"2018-07-03";"2018-07-03";
"14295002898";"128554";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6327903";"";"";;"2018-07-03";"2018-07-03";
"14295002899";"135239";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002900";"128509";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278CG";"";"";;"2018-07-03";"2018-07-03";
"14295002901";"135241";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002902";"135242";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002903";"135245";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002904";"135247";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278CL";"";"";;"2018-07-03";"2018-07-03";
"14295002905";"128518";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PYR";"";"";;"2018-07-03";"2018-07-03";
"14295002906";"125211";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278PG";"";"";;"2018-07-03";"2018-07-03";
"14295002907";"135249";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002908";"135250";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002909";"128591";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278BS";"";"";;"2018-07-03";"2018-07-03";
"14295002910";"135215";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002911";"135214";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002912";"135218";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278C1";"";"";;"2018-07-03";"2018-07-03";
"14295002913";"125175";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347PJM";"";"";;"2018-07-03";"2018-07-03";
"14295002914";"135212";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002915";"130407";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC43";"";"";;"2018-07-03";"2018-07-03";
"14295002916";"135228";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ62157RB";"";"";;"2018-07-03";"2018-07-03";
"14295002917";"135210";"Production";"Equipamento Usado - em bom estado";"HP";"S/N";"";"Desktop";"";"S/N";"";"";;"2018-07-03";"2018-07-03";
"14295002918";"135227";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ62156QF";"";"";;"2018-07-03";"2018-07-03";
"14295002919";"130410";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR7N";"";"";;"2018-07-03";"2018-07-03";
"14295002920";"135220";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2N";"";"";;"2018-07-03";"2018-07-03";
"14295002921";"130413";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ733HQBX";"";"";;"2018-07-03";"2018-07-03";
"14295002922";"135225";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC3B";"";"";;"2018-07-03";"2018-07-03";
"14295002923";"123640";"Production";"Equipamento Usado - em bom estado";"HP";"HP 800 G1";"";"Desktop";"";"BRJ6215726";"";"";;"2018-07-04";"2018-07-04";
"14295002924";"130494";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC4X";"";"";;"2018-07-04";"2018-07-04";
"14295002925";"130488";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCRF";"";"";;"2018-07-04";"2018-07-04";
"14295002926";"130482";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC48";"";"";;"2018-07-04";"2018-07-04";
"14295002927";"130479";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC1X";"";"";;"2018-07-04";"2018-07-04";
"14295002928";"130476";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC0B";"";"";;"2018-07-04";"2018-07-04";
"14295002929";"130471";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC1S";"";"";;"2018-07-04";"2018-07-04";
"14295002930";"130485";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCV6";"";"";;"2018-07-04";"2018-07-04";
"14295002931";"130497";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2P";"";"";;"2018-07-04";"2018-07-04";
"14295002932";"130491";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC37";"";"";;"2018-07-04";"2018-07-04";
"14295002933";"130473";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HCY8";"";"";;"2018-07-04";"2018-07-04";
"14295002934";"130340";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2V";"";"";;"2018-07-04";"2018-07-04";
"14295002935";"130341";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC47";"";"";;"2018-07-04";"2018-07-04";
"14295002936";"130342";"Estoque";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"estoque@callink.com.br";"BRJ739JR89";"";"";;"2018-07-04";"2018-07-04";
"14295002937";"130339";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC0L";"";"";;"2018-07-04";"2018-07-04";
"14295002938";"130338";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRBV";"";"";;"2018-07-04";"2018-07-04";
"14295002939";"130337";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC53";"";"";;"2018-07-04";"2018-07-04";
"14295002940";"130336";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JQVG";"";"";;"2018-07-04";"2018-07-04";
"14295002941";"135193";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"S/N";"";"";;"2018-07-04";"2018-07-04";
"14295002942";"135194";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4000";"";"Desktop";"";"S/N";"";"";;"2018-07-04";"2018-07-04";
"14295002943";"130349";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ733HQ7J";"";"";;"2018-07-04";"2018-07-04";
"14295002944";"129926";"Production";"Equipamento Usado - em bom estado";"LENOVO";"M93P";"";"Desktop";"";"1S10A8A1FWBPPE022X0Q";"";"";;"2018-07-04";"2018-07-04";
"14295002945";"130348";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JR12";"";"";;"2018-07-04";"2018-07-04";
"14295002946";"130345";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRTL";"";"";;"2018-07-04";"2018-07-04";
"14295002947";"134907";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC82";"";"";;"2018-07-04";"2018-07-04";
"14295002948";"130351";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC1P";"";"";;"2018-07-04";"2018-07-04";
"14295002949";"130350";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC1Q";"";"";;"2018-07-04";"2018-07-04";
"14295002950";"130344";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC2Z";"";"";;"2018-07-04";"2018-07-04";
"14295002951";"130363";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLRL";"";"";;"2018-07-04";"2018-07-04";
"14295002952";"130355";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLHX";"";"";;"2018-07-04";"2018-07-04";
"14295002953";"130359";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC0F";"";"";;"2018-07-04";"2018-07-04";
"14295002954";"130346";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ733HQ6Q";"";"";;"2018-07-04";"2018-07-04";
"14295002955";"130118";"Production";"Equipamento Usado - em bom estado";"LENOVO";"S510";"";"Desktop";"";"1S10KY001PBPPE02H8TP";"";"";;"2018-07-04";"2018-07-04";
"14295002956";"130361";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC27";"";"";;"2018-07-04";"2018-07-04";
"14295002957";"130356";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ739JRTG";"";"";;"2018-07-04";"2018-07-04";
"14295002958";"130360";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JM32";"";"";;"2018-07-04";"2018-07-04";
"14295002959";"130358";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ738JLQ9";"";"";;"2018-07-04";"2018-07-04";
"14295002960";"130357";"Production";"Equipamento Usado - em bom estado";"HP";"HP 4300";"";"Desktop";"";"BRJ738JLSR";"";"";;"2018-07-05";"2018-07-05";
"14295002961";"130354";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ733HQ94";"";"";;"2018-07-05";"2018-07-05";
"14295002962";"130362";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G4";"";"Desktop";"";"BRJ731HC6D";"";"";;"2018-07-05";"2018-07-05";
"14295002963";"135175";"Production";"Equipamento Usado - em bom estado";"HP";"HP 402 G1";"";"Desktop";"";"BRJ508LYGG";"";"";;"2018-07-05";"2018-07-05";
"14295002964";"135174";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-05";"2018-07-05";
"14295002965";"125202";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ6347P7W";"";"";;"2018-07-05";"2018-07-05";
"14295002966";"135182";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-05";"2018-07-05";
"14295002967";"135171";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-05";"2018-07-05";
"14295002968";"128543";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ632790T";"";"";;"2018-07-05";"2018-07-05";
"14295002969";"125228";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278WK";"";"";;"2018-07-05";"2018-07-05";
"14295002970";"128558";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278PY";"";"";;"2018-07-05";"2018-07-05";
"14295002971";"135186";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"S/N";"";"";;"2018-07-05";"2018-07-05";
"14295002972";"135168";"Production";"Equipamento Usado - em bom estado";"HP";"HP 400 G3";"";"Desktop";"";"BRJ63278DS";"";"";;"2018-07-05";"2018-07-05";
